H01|031405|2100000099|2023-05-31|LBPPIK|0041|1|
D01|0041010100|2|2|4|4|2|6|5|5|10|20
D01|0041010200|3|3|6|3|4|7|5|5|10|23
D01|0041010300|4|4|8|4|3|7|5|5|10|25
D01|0041010400|2|2|4|3|4|7|5|5|10|21
D01|0041010500|3|3|6|4|2|6|5|5|10|22
D01|0041020000|14|14|28|18|15|33|25|25|50|111
D01|0041030100|2|3|5|3|2|5|2|4|6|16
D01|0041030200|3|2|5|2|3|5|4|2|6|16
D01|0041030300|2|3|5|3|3|6|2|4|6|17
D01|0041030400|3|2|5|3|2|5|4|2|6|16
D01|0041030500|2|3|5|2|3|5|2|4|6|16
D01|0041040000|12|13|25|13|13|26|14|16|30|81
D01|0041050000|26|27|53|31|28|59|39|41|80|192
