H01|031304|2000001138|2022-12-31|RBDPLKS|0701|0|
D01|0701010100|2|9.52|1|2.56|1|5.00|2|5.00
D01|0701010200|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010300|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010400|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010500|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010600|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010700|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010800|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701010900|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011000|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011100|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011200|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011300|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011400|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011500|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011600|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011700|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011800|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701011900|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701012000|1|4.76|2|5.13|1|5.00|2|5.00
D01|0701012100|21|100.00|39|100.00|20|100.00|40|100.00
