H01|031304|2000001138|2022-12-31|RBDPLKS|0703|0|
D01|0703010000|1824615|1948665|1030164|2743116|1034459|1453639|1730571|757527|1637438|1706506|1787499|1556445|1014531|1756893|1580167|1191257
D01|0703020000|1018754|1689879|1233556|1475077|1291053|1037637|1510078|818612|1051102|1215022|1871534|394590|1856866|1708434|1606991|1958309
D01|0703030000|1381620|1366514|1298313|1449821|1291682|1227725|1004850|1514557|1816750|1367882|1472620|1712012|1047089|1980557|1238743|1788903
D01|0703040000|1248692|1533828|1137980|1644540|1025147|1229032|1287320|966859|1522566|1185436|1252501|1455501|1540030|1464772|1651462|1353340
D01|0703050000|1936148|1955039|1633140|2258047|1370222|1298584|1463454|1205352|1529320|1549674|1784526|1294468|1286087|1328560|1964460|650187
D01|0703060000|1903108|1724328|1315425|2312011|1177082|1088659|1393013|872728|1936092|1659312|1487391|2108013|1713620|1133702|1828133|1019189
D01|0703070000|1761862|1794387|1936695|1619554|1271158|1936096|1462743|1744511|1229447|1018009|1882670|364786|1601767|1711900|1321828|1991839
D01|0703080000|1915040|1238581|1361624|1791997|1564867|1308783|1596982|1276668|1492247|1334195|1970063|856379|1311682|1240206|1807600|744288
D01|0703090000|1040852|1712341|1075152|1678041|1759790|1653052|1917473|1495369|1447003|1705470|1407787|1744686|1527110|1892776|1883104|1536782
D01|0703100000|1846684|1277418|1344781|1779321|1321792|1027678|1202099|1147371|1056415|1883009|1436076|1503348|1338221|1172646|1723898|786969
D01|0703110000|1562183|1391451|1836338|1117296|1241414|1086236|1356027|971623|1483604|1018849|1766912|735541|1365435|1705401|1614220|1456616
D01|0703120000|1806475|1383630|1135294|2054811|1943053|1991150|1435966|2498237|1246207|1822124|1091255|1977076|1808095|1923398|1660598|2070895
D01|0703130000|1704792|1648985|1514511|1839266|1797379|1693735|1530434|1960680|1194013|1663475|1256588|1600900|1376705|1412731|1336388|1453048
D01|0703140000|1083229|1128037|1683527|527739|1046807|1541260|1195064|1393003|1719878|1190544|1323319|1587103|1888656|1148736|1444569|1592823
D01|0703150000|1626858|1446242|1981413|1091687|1163030|1468288|1764264|867054|1075724|1007290|1072427|1010587|1107260|1556110|1236559|1426811
D01|0703160000|1069415|1387535|1535367|921583|1426850|1229891|1157184|1499557|1417643|1254748|1942198|730193|1166474|1875723|1089798|1952399
D01|0703170000|1138611|1063689|1321318|880982|1954987|1217451|1442362|1730076|1913484|1339899|1898053|1355330|1496065|1850012|1579791|1766286
D01|0703180000|1826982|1180363|1533748|1473597|1172399|1435674|1385463|1222610|1627880|1710060|1478462|1859478|1447557|1768046|1092907|2122696
D01|0703190000|1822311|1696948|1713226|1806033|1181604|1146463|1899271|428796|1076051|1646983|1405013|1318021|1122176|1748915|1912804|958287
D01|0703200000|1303205|1732057|1517756|1517506|1237967|1355466|1104073|1489360|1027915|1546935|1414825|1160025|1613148|1879409|1072062|2420495
D01|0703220000|30821436|30299917|29139328|31982025|27272742|27426499|28838691|25860550|28500779|28825422|31001719|26324482|28628574|32258927|30646082|30241419
