H01|031206|2000000061|2021-12-31|RBREASS|1204|2|TEST-02-RBREASS-4Net
D01|12050101010000|4|4|4|4
D01|12050101020000|1|1|1|1
D01|12050101030000|3|3|3|3
D01|12050102010000|3|3|3|3
D01|12050102020000|1|1|1|1
D01|12050102030000|2|2|2|2
D01|12050102040100|1|1|1|1
D01|12050102040200|2|2|2|2
D01|12050102040300|1|1|1|1
D01|12050102050000|6|6|6|6
D01|12050102060000|6|6|6|6
D01|12050201010100|3|3|3|3
D01|12050201010200|1|1|1|1
D01|12050201010300|1|1|1|1
D01|12050201020000|3|3|3|3
D01|12050201030000|1|2|3|4
D01|12050201040000|4|5|6|7
D01|12050300000000|2|1|0|-1
D01|12050301000000|1|1|1|1
D01|12050302000000|1|1|1|1
D01|12050400000000|3|2|1|0
D01|12050500000000|2|2|2|2
D01|12050600000000|1|1|1|1
D01|12050700000000|4|3|2|1
D01|12050800000000|1|2|3|4
D01|12050900000000|3|1|-1|-3
D01|12051000000000|1|2|3|4
D01|12051100000000|4|3|2|1
