H01|031303|2000004778|2022-12-31|RBDPPKS|0703|2|TEST-05-RBDPPKS-4Net
D01|0703010000|1536014|1179828|1935789|780053|1707149|1676298|1022609|2360838|1240709|1373036|1226263|1387482|1040652|1843670|1102483|1781839
D01|0703020000|1884940|1656721|1582667|1958994|1674394|1515917|1925389|1264922|1265528|1828413|1569284|1524657|1796260|1382102|1631741|1546621
D01|0703030000|1678336|1123949|1982849|819436|1964745|1874040|1669383|2169402|1908000|1237144|1159033|1986111|1323593|1102644|1613843|812394
D01|0703040000|1194503|1745371|1618775|1321099|1622927|1629251|1664885|1587293|1537202|1591859|1137846|1991215|1782064|1690863|1854146|1618781
D01|0703050000|1778110|1870930|1908816|1740224|1367578|1627486|1421995|1573069|1722482|1161011|1987354|896139|1508813|1473345|1252211|1729947
D01|0703060000|1352569|1867006|1207370|2012205|1428054|1789377|1412874|1804557|1560258|1686252|1554726|1691784|1789446|1195264|1297245|1687465
D01|0703070000|1897568|1436930|1407381|1927117|1020104|1312752|1022592|1310264|1722157|1223623|1857008|1088772|1475083|1494873|1192489|1777467
D01|0703080000|1596685|1661977|1355345|1903317|1168339|1360502|1640345|888496|1672831|1522989|1196988|1998832|1604759|1293443|1013389|1884813
D01|0703090000|1589008|1408995|1603650|1394353|1289398|1389517|1982313|696602|1009499|1914008|1581036|1342471|1571994|1963630|1879646|1655978
D01|0703100000|1647200|1033453|1086125|1594528|1160760|1540347|1854393|846714|1062869|1958718|1120518|1901069|1394891|1678082|1234715|1838258
D01|0703110000|1539533|1598233|1350157|1787609|1792986|1174840|1185996|1781830|1221044|1079443|1123766|1176721|1586351|1799588|1300462|2085477
D01|0703120000|1843046|1939389|1489909|2292526|1557334|1304899|1312149|1550084|1976890|1933967|1579219|2331638|1413161|1669088|1727264|1354985
D01|0703130000|1900379|1696760|1064070|2533069|1061532|1133696|1970589|224639|1348344|1850709|1376389|1822664|1624273|1406775|1687118|1343930
D01|0703140000|1867223|1849979|1787748|1929454|1331892|1422204|1408881|1345215|1803702|1101414|1527731|1377385|1710948|1013200|1984194|739954
D01|0703150000|1083113|1357906|1856243|584776|1684638|1449733|1219085|1915286|1739522|1010962|1803939|946545|1521099|1617957|1045371|2093685
D01|0703160000|1313260|1261131|1291210|1283181|1073445|1090856|1495668|668633|1998426|1477168|1492876|1982718|1818291|1460056|1230942|2047405
D01|0703170000|1832828|1562785|1433468|1962145|1560003|1524527|1486523|1598007|1534818|1905940|1834185|1606573|1061720|1057418|1367433|751705
D01|0703180000|1197438|1580865|1101295|1677008|1165196|1360047|1822090|703153|1114832|1520699|1471900|1163631|1304023|1757756|1167724|1894055
D01|0703190000|1271554|1902616|1551176|1622994|1154666|1275058|1462955|966769|1562656|1674059|1394546|1842169|1364120|1502267|1306868|1559519
D01|0703200000|1274334|1086620|1179832|1181122|1055974|1406067|1648860|813181|1850029|1224950|1446507|1628472|1956820|1429682|1179239|2207263
D01|0703220000|31277641|30821444|29793875|32305210|27841114|28857414|30629574|26068954|30851798|30276364|29441114|31687048|30648361|29831703|28068523|32411541
