H01|031205|2000000051|2021-12-31|RBASRUS|1203|0|
D01|12030100000000|378080|378080|378080|378080
D01|12030101000000|182992|182992|182992|182992
D01|12030101010000|2222|2222|2222|2222
D01|12030101020000|3232|3232|3232|3232
D01|12030101030000|4242|4242|4242|4242
D01|12030101040000|5252|5252|5252|5252
D01|12030101050000|6262|6262|6262|6262
D01|12030101060000|7272|7272|7272|7272
D01|12030101070000|8282|8282|8282|8282
D01|12030101080000|9292|9292|9292|9292
D01|12030101090000|10302|10302|10302|10302
D01|12030101100000|-222|-222|-222|-222
D01|12030101110000|12322|12322|12322|12322
D01|12030101120000|13332|13332|13332|13332
D01|12030101130000|14342|14342|14342|14342
D01|12030101140000|15352|15352|15352|15352
D01|12030101150000|16362|16362|16362|16362
D01|12030101160000|17372|17372|17372|17372
D01|12030101170000|18382|18382|18382|18382
D01|12030101180000|19392|19392|19392|19392
D01|12030102000000|195088|195088|195088|195088
D01|12030102010000|2122|2122|2122|2122
D01|12030102020000|33222|33222|33222|33222
D01|12030102030000|64322|64322|64322|64322
D01|12030102040000|95422|95422|95422|95422
D01|12030200000000|378080|378080|378080|378080
D01|12030201000000|371444|371444|371444|371444
D01|12030201010000|371020|371020|371020|371020
D01|12030201020000|212|212|212|212
D01|12030201030000|212|212|212|212
D01|12030202000000|6636|6636|6636|6636
D01|12030202010000|2212|2212|2212|2212
D01|12030202020000|2212|2212|2212|2212
D01|12030202030000|2212|2212|2212|2212
